RA;TURMA;TURMA_NOME
11201811595;DIESTO008-17SB;Mecânica dos Sólidos I I-Matutino (São Bernardo)
11201811595;DA1BCS0002-15SA;Projeto Dirigido A1-Matutino (Santo André)
11201811595;DB1ESTA014-17SA;Sistemas CAD/CAM B1-Matutino (Santo André)
21046915;NA1BCJ0204-15SB;Fenômenos Mecânicos A1-Noturno (São Bernardo)
21046915;NA1BCN0407-15SB;Funções de Várias Variáveis A1-Noturno (São Bernardo)
21046915;NA1MCTC001-15SB;Introdução à Filosofia da Mente A1-Noturno (São Bernardo)
21046915;NB1BCN0405-15SB;Introdução às Equações Diferenciais Ordinárias B1-Noturno (São Bernardo)
11201920853;DAMCTD024-18SA;Análise na Educação Básica A-Matutino (Santo André)
11201920853;NC1NHI5002-15SA;Didática C1-Noturno (Santo André)
11201920853;NAMCTD009-18SA;Geometria Plana Axiomática A-Noturno (Santo André)
11201920853;NAMCTD017-18SA;Práticas de Ensino de Matemática II A-Noturno (Santo André)
11201920853;NA1NHT4030-19SA;Práticas de Ensino de Química I A1-Noturno (Santo André)
11201920853;NA1BCS0002-15SA;Projeto Dirigido A1-Noturno (Santo André)
11202021586;DA3BCS0001-15SA;Base Experimental das Ciências Naturais A3-Matutino (Santo André)
11202021586;DA1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André)
11202021586;DB1BCK0104-15SA;Interações Atômicas e Moleculares B1-Matutino (Santo André)
11202021586;DA2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A2-Matutino (Santo André)
11201822444;DA1NHT1002-15SA;Bioética A1-Matutino (Santo André)
11202130809;DB4BCJ0205-15SA;Fenômenos Térmicos B4-Matutino (Santo André)
11202130809;DB2BCN0407-15SA;Funções de Várias Variáveis B2-Matutino (Santo André)
11202130809;DB8BCM0505-15SA;Processamento da Informação B8-Matutino (Santo André)
11202130809;DB3BCL0307-15SA;Transformações Químicas B3-Matutino (Santo André)
11035516;NA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Noturno (Santo André)
11035516;NA1BCK0104-15SA;Interações Atômicas e Moleculares A1-Noturno (Santo André)
11202130811;DA7BCJ0205-15SA;Fenômenos Térmicos A7-Matutino (Santo André)
11202130811;DA3BCN0407-15SA;Funções de Várias Variáveis A3-Matutino (Santo André)
11202130811;DA7BCM0505-15SA;Processamento da Informação A7-Matutino (Santo André)
11202130811;DA4BCL0307-15SA;Transformações Químicas A4-Matutino (Santo André)
11201822515;NA1ESHC007-21SB;Economia Brasileira I A1-Noturno (São Bernardo)
11201822515;NA1ESHC012-21SB;Economia Institucional A1-Noturno (São Bernardo)
11201822515;NB2BCN0407-15SB;Funções de Várias Variáveis B2-Noturno (São Bernardo)
11201822515;NA1ESZT022-17SB;Modelos Econômicos e Análise das Dinâmicas Territoriais A1-Noturno (São Bernardo)
11201920991;NA1BCK0104-15SA;Interações Atômicas e Moleculares A1-Noturno (Santo André)
11201920991;NA2BCM0505-15SA;Processamento da Informação A2-Noturno (Santo André)
11201920991;NA3MCTA018-13SA;Programação Orientada a Objetos A3-Noturno (Santo André)
11201920991;DB1ESZA020-17SA;Robôs Móveis Autônomos B1-Matutino (Santo André)
21076014;NBESTA017-17SA;Laboratório de Máquinas Elétricas B-Noturno (Santo André)
21076014;DA2ESTO008-17SA;Mecânica dos Sólidos I A2-Matutino (Santo André)
21076014;NAESTE021-17SA;Termodinâmica Aplicada II A-Noturno (Santo André)
21076014;NAESTE023-17SA;Transferência de Calor II A-Noturno (Santo André)
21012312;NA1NHI5002-15SB;Didática A1-Noturno (São Bernardo)
21012312;NA1LHZ0021-19SB;História, Patrimônio e Memória A1-Noturno (São Bernardo)
21012312;NA3NHI5015-15SA;LIBRAS A3-Noturno (Santo André)
11201810674;DA1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André)
11201810674;DA1NHT3044-15SA;Óptica A1-Matutino (Santo André)
11201810674;DA2BCS0002-15SA;Projeto Dirigido A2-Matutino (Santo André)
11201812102;NA1ESHC003-17SB;Desenvolvimento Socioeconômico A1-Noturno (São Bernardo)
11201812102;NA1ESHR024-14SB;História da Política Externa Brasileira A1-Noturno (São Bernardo)
11201812102;NA1LIE0001-19SA;Metodologias de Pesquisa em Educação A1-Noturno (Santo André)
11201812102;NA1ESHP030-14SB;Planejamento Orçamentário A1-Noturno (São Bernardo)
11201812102;DANHZ2109-18SB;Teoria das Ciências Humanas A-Matutino (São Bernardo)
21017716;DA1ESHR024-14SB;História da Política Externa Brasileira A1-Matutino (São Bernardo)
21017716;NA1ESHR903-18SB;Metodologia de Pesquisa em Relações Internacionais (TCC 1) A1-Noturno (São Bernardo)
21017716;DA1ESZP029-13SB;Movimentos Sindicais, Sociais e Culturais A1-Matutino (São Bernardo)
21017716;DA1ESHP021-13SB;Trajetórias das Políticas de CT&I no Brasil A1-Matutino (São Bernardo)
11202021183;NA2BHQ0002-15SB;Estudos Étnico-Raciais A2-Noturno (São Bernardo)
11202021183;NA1BCN0404-15SB;Geometria Analítica A1-Noturno (São Bernardo)
11202021183;NB1BCM0505-15SB;Processamento da Informação B1-Noturno (São Bernardo)
13201812340;NA1NHI5002-15SA;Didática A1-Noturno (Santo André)
11097516;NA1ESTG003-17SB;Economia de Empresas A1-Noturno (São Bernardo)
11097516;DA1BHS0005-19SB;Práticas em Ciências e Humanidades A1-Matutino (São Bernardo)
11201921468;NAESTA011-17SA;Automação de Sistemas Industriais A-Noturno (Santo André)
11201921468;NA1ESTA007-17SA;Eletrônica Analógica Aplicada A1-Noturno (Santo André)
11201921468;NA1BCK0104-15SB;Interações Atômicas e Moleculares A1-Noturno (São Bernardo)
11201921468;NB1ESTA023-17SA;Introdução aos Processos de Fabricação B1-Noturno (Santo André)
11201921468;NA1ESTO017-17SA;Métodos Experimentais em Engenharia A1-Noturno (Santo André)
11201811790;NI2BCS0001-15SB;Base Experimental das Ciências Naturais I2-Noturno (São Bernardo)
11201811790;NA2BIS0005-15SB;Bases Computacionais da Ciência A2-Noturno (São Bernardo)
11089315;DAMCTD009-18SA;Geometria Plana Axiomática A-Matutino (Santo André)
11089315;DAMCTB019-17SA;Matemática Discreta A-Matutino (Santo André)
11089315;NA1NHT3095-15SA;Práticas de Ensino de Física I A1-Noturno (Santo André)
11089315;DAMCTD017-18SA;Práticas de Ensino de Matemática II A-Matutino (Santo André)
11050314;DAMCTB016-13SA;Geometria Diferencial I A-Matutino (Santo André)
21007516;NA3MCTA003-17SA;Análise de Algoritmos A3-Noturno (Santo André)
21007516;NAESTE034-17SA;Engenharia de Biocombustíveis A-Noturno (Santo André)
21007516;NAESTE030-17SA;Engenharia de Petróleo e Gás A-Noturno (Santo André)
21007516;NAESTE014-17SA;Sistemas Térmicos A-Noturno (Santo André)
11202021706;NBMCTB009-17SA;Cálculo Numérico B-Noturno (Santo André)
11202021706;NA1BIR0603-15SA;Ciência, Tecnologia e Sociedade A1-Noturno (Santo André)
11202021706;NA1ESTO012-17SA;Princípios de Administração A1-Noturno (Santo André)
11201722557;NAESTA011-17SA;Automação de Sistemas Industriais A-Noturno (Santo André)
11201722557;DC1ESTO017-17SA;Métodos Experimentais em Engenharia C1-Matutino (Santo André)
11201722557;DA1BCS0002-15SA;Projeto Dirigido A1-Matutino (Santo André)
11201722557;NA1ESTA014-17SA;Sistemas CAD/CAM A1-Noturno (Santo André)
11201722975;NAMCTB012-13SA;Equações Diferenciais Parciais A-Noturno (Santo André)
11201722975;NAMCTB014-17SA;Extensões Algébricas A-Noturno (Santo André)
11201722975;NAMCZB031-17SA;Teoria dos Jogos A-Noturno (Santo André)
11201811529;NB1ESTO011-17SA;Fundamentos de Desenho Técnico B1-Noturno (Santo André)
11201811529;NA1BIN0406-15SB;Introdução à Probabilidade e à Estatística A1-Noturno (São Bernardo)
11201811529;NA1MCTC007-15SB;Pesquisa e Comunicação Científica A1-Noturno (São Bernardo)
11201811529;NA1BCM0505-15SB;Processamento da Informação A1-Noturno (São Bernardo)
11202020316;DB1BCK0104-15SA;Interações Atômicas e Moleculares B1-Matutino (Santo André)
11202020316;DA2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A2-Matutino (Santo André)
11201932474;DA1NHT1072-15SA;Ecologia Comportamental A1-Matutino (Santo André)
11201932474;DBESTO903-17SA;Engenharia Unificada II B-Matutino (Santo André)
11201932474;DA1ESTU009-17SA;Hidrologia A1-Matutino (Santo André)
11201932474;DB2BCK0104-15SA;Interações Atômicas e Moleculares B2-Matutino (Santo André)
11201932474;DB2BCM0505-15SA;Processamento da Informação B2-Matutino (Santo André)
11201810039;NA1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo A1-Noturno (São Bernardo)
11201810039;NA1ESZR021-16SB;Oriente Médio nas Relações Internacionais A1-Noturno (São Bernardo)
11201810039;NA1ESZR017-14SB;Regimes de negociação ambiental internacional e a atuação brasileira A1-Noturno (São Bernardo)
11201810039;NA1ESHP019-13SB;Regimes e Formas de Governo A1-Noturno (São Bernardo)
21086115;NA1ESHC007-21SB;Economia Brasileira I A1-Noturno (São Bernardo)
21086115;NA1ESHC027-17SB;Economia Matemática A1-Noturno (São Bernardo)
21086115;NA1ESHC016-17SB;Finanças Corporativas A1-Noturno (São Bernardo)
21086115;NA1ESHC022-17SB;Macroeconomia I A1-Noturno (São Bernardo)
11035716;NAESZM035-17SA;Aditivação de Polímeros A-Noturno (Santo André)
11035716;DA1ESTG023-17SB;Organização do Trabalho A1-Matutino (São Bernardo)
11035716;DA1ESZU030-17SA;Riscos no Ambiente Urbano A1-Matutino (Santo André)
11035716;NA1ESTG024-17SB;Sistemas de Informação Corporativos A1-Noturno (São Bernardo)
11035716;NBESTM002-17SA;Tópicos Experimentais em Materiais I B-Noturno (Santo André)
11202020720;DA1NHT1002-15SA;Bioética A1-Matutino (Santo André)
11202020720;DA1BIR0603-15SA;Ciência, Tecnologia e Sociedade A1-Matutino (Santo André)
11202020720;DA2BCN0407-15SA;Funções de Várias Variáveis A2-Matutino (Santo André)
11202020720;DD1ESTO005-17SA;Introdução às Engenharias D1-Matutino (Santo André)
11201920400;DA1ESTG004-17SB;Elaboração, Análise e Avaliação de Projetos A1-Matutino (São Bernardo)
11201920400;DA1ESTG005-17SB;Engenharia Econômica Aplicada a Sistemas de Gestão A1-Matutino (São Bernardo)
11201920400;NBESTO902-17SB;Engenharia Unificada I B-Noturno (São Bernardo)
11201920400;DA1ESTG023-17SB;Organização do Trabalho A1-Matutino (São Bernardo)
11201920400;DA1ESZU030-17SA;Riscos no Ambiente Urbano A1-Matutino (Santo André)
11201920400;DA1ESTU035-17SA;Sistemas de Esgotamento Sanitário A1-Matutino (Santo André)
11017415;NA1ESTB024-17SB;Modelagem de Sistemas Dinâmicos II A1-Noturno (São Bernardo)
11202020324;NI1BCS0001-15SB;Base Experimental das Ciências Naturais I1-Noturno (São Bernardo)
11202020324;NB1BCL0306-15SA;Biodiversidade: Interações entre organismos e ambiente B1-Noturno (Santo André)
11202020324;NB2BCN0402-15SA;Funções de Uma Variável B2-Noturno (Santo André)
11202020324;NB1ESTO011-17SB;Fundamentos de Desenho Técnico B1-Noturno (São Bernardo)
11202020324;NB4BCK0104-15SA;Interações Atômicas e Moleculares B4-Noturno (Santo André)
11202130812;NAMCTB001-17SB;Álgebra Linear A-Noturno (São Bernardo)
11202130812;NB2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias B2-Noturno (Santo André)
11202130812;NA1ESTU039-17SA;Regulação Ambiental e Urbanística A1-Noturno (Santo André)
11201920952;DAMCTB010-13SB;Cálculo Vetorial e Tensorial A-Matutino (São Bernardo)
11201920952;DAESTO016-17SA;Fenômenos de Transporte A-Matutino (Santo André)
11201920952;DA1BCK0104-15SB;Interações Atômicas e Moleculares A1-Matutino (São Bernardo)
11201920952;NB3BCM0505-15SA;Processamento da Informação B3-Noturno (Santo André)
11201722471;NAMCTB001-17SB;Álgebra Linear A-Noturno (São Bernardo)
11201722471;DA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Matutino (Santo André)
11201722471;NC1ESTO902-17SA;Engenharia Unificada I C1-Noturno (Santo André)
11201722471;DAESTS009-17SB;Materiais Compósitos e Aplicações Estruturais A-Matutino (São Bernardo)
11201722471;DAESZS031-17SB;Placas e Cascas A-Matutino (São Bernardo)
11202022270;DB1BCS0001-15SB;Base Experimental das Ciências Naturais B1-Matutino (São Bernardo)
11202022270;DB1BIS0003-15SB;Bases Matemáticas B1-Matutino (São Bernardo)
11202022270;NA2BCJ0204-15SB;Fenômenos Mecânicos A2-Noturno (São Bernardo)
11202022270;DA2BCL0307-15SB;Transformações Químicas A2-Matutino (São Bernardo)
11201921743;NA1ESHT012-17SB;Mobilização Produtiva dos Territórios e Desenvolvimento Local A1-Noturno (São Bernardo)
11201921743;DA1ESHT020-17SB;Política Metropolitana A1-Matutino (São Bernardo)
11201921743;DA1ESTU031-17SA;Recuperação de Áreas Degradadas A1-Matutino (Santo André)
21015415;NAMCTD009-18SA;Geometria Plana Axiomática A-Noturno (Santo André)
21015415;NA1MCZD004-18SA;Matemática nos anos iniciais A1-Noturno (Santo André)
21015415;DB1NHZ5019-15SA;Tecnologias da Informação e Comunicação na Educação B1-Matutino (Santo André)
11010316;NAESZM035-17SA;Aditivação de Polímeros A-Noturno (Santo André)
11010316;NA2MCTC001-15SB;Introdução à Filosofia da Mente A2-Noturno (São Bernardo)
11010316;DA1NHZ4035-15SA;Processos Industriais Orgânicos e Inorgânicos A1-Matutino (Santo André)
11202131179;NA1NHT1002-15SA;Bioética A1-Noturno (Santo André)
11202131179;NB1BIQ0602-15SA;Estrutura e Dinâmica Social B1-Noturno (Santo André)
11202131179;NB3BCJ0205-15SA;Fenômenos Térmicos B3-Noturno (Santo André)
11202131179;NB6BCM0505-15SA;Processamento da Informação B6-Noturno (Santo André)
11201921846;NA1BCK0104-15SB;Interações Atômicas e Moleculares A1-Noturno (São Bernardo)
11201921846;DA2MCTC001-15SB;Introdução à Filosofia da Mente A2-Matutino (São Bernardo)
11201921846;DIESTO008-17SB;Mecânica dos Sólidos I I-Matutino (São Bernardo)
21010215;NA1ESTA014-17SA;Sistemas CAD/CAM A1-Noturno (Santo André)
11202130938;DB2BCL0307-15SB;Transformações Químicas B2-Matutino (São Bernardo)
11202130939;NB3BCJ0205-15SA;Fenômenos Térmicos B3-Noturno (Santo André)
11202130939;NB1BCN0407-15SA;Funções de Várias Variáveis B1-Noturno (Santo André)
11202130939;NB4BCM0505-15SA;Processamento da Informação B4-Noturno (Santo André)
11202130939;NB2BCL0307-15SA;Transformações Químicas B2-Noturno (Santo André)
11202131043;NB8BCJ0205-15SA;Fenômenos Térmicos B8-Noturno (Santo André)
11202131043;NB3BCN0407-15SA;Funções de Várias Variáveis B3-Noturno (Santo André)
11202131043;NA3BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A3-Noturno (Santo André)
11202131043;NA1ESTA019-17SA;Projeto Assistido por Computador A1-Noturno (Santo André)
11201920163;DA1ESTA004-17SA;Circuitos Elétricos II A1-Matutino (Santo André)
11201920163;DA1ESTA001-17SA;Dispositivos Eletrônicos A1-Matutino (Santo André)
11201920163;DB2BCK0104-15SA;Interações Atômicas e Moleculares B2-Matutino (Santo André)
11201920163;DAESTA003-17SA;Sistemas de Controle I A-Matutino (Santo André)
11202130816;DA3BCJ0205-15SB;Fenômenos Térmicos A3-Matutino (São Bernardo)
11202130816;DA1BCN0402-15SB;Funções de Uma Variável A1-Matutino (São Bernardo)
11202130816;DA1BCN0404-15SB;Geometria Analítica A1-Matutino (São Bernardo)
11202130816;DA2BCL0307-15SB;Transformações Químicas A2-Matutino (São Bernardo)
11201921773;DAESTS009-17SB;Materiais Compósitos e Aplicações Estruturais A-Matutino (São Bernardo)
11201921773;NAESTO015-17SB;Mecânica dos Fluidos I A-Noturno (São Bernardo)
11201921773;NA1ESTA008-17SA;Sistemas de Controle II A1-Noturno (Santo André)
11201921773;NAESTS010-17SB;Técnicas de Análise Estrutural e Projeto A-Noturno (São Bernardo)
11201721347;NA1ESZU022-17SA;Ciências Atmosféricas A1-Noturno (Santo André)
11201721347;NAMCZD002-18SA;Educação Estatística A-Noturno (Santo André)
11201721347;DA3NHI5015-15SA;LIBRAS A3-Matutino (Santo André)
11201721347;DAESZS031-17SB;Placas e Cascas A-Matutino (São Bernardo)
11201721347;DANHZ2109-18SB;Teoria das Ciências Humanas A-Matutino (São Bernardo)
11201921676;NA1ESTB013-17SB;Biossegurança A1-Noturno (São Bernardo)
11201921676;NBMCTB009-17SB;Cálculo Numérico B-Noturno (São Bernardo)
11201921676;DA1ESZU002-17SA;Compostagem A1-Matutino (Santo André)
11201921676;NAESTO902-17SB;Engenharia Unificada I A-Noturno (São Bernardo)
11201921676;NA1ESTB023-17SB;Física Médica I A1-Noturno (São Bernardo)
11201921676;DA1MCTC007-15SB;Pesquisa e Comunicação Científica A1-Matutino (São Bernardo)
11201921676;NA1ESTB021-17SB;Sensores Biomédicos A1-Noturno (São Bernardo)
11087014;NB1BIR0603-15SA;Ciência, Tecnologia e Sociedade B1-Noturno (Santo André)
11087014;NA1ESZU003-17SA;Contaminação e Remediação de Solos A1-Noturno (Santo André)
11087014;NA1BCM0505-15SB;Processamento da Informação A1-Noturno (São Bernardo)
13201812297;DA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Matutino (São Bernardo)
13201812297;DA1MCTC007-15SB;Pesquisa e Comunicação Científica A1-Matutino (São Bernardo)
13201812297;DANHZ2109-18SB;Teoria das Ciências Humanas A-Matutino (São Bernardo)
11201921074;NA4BIS0005-15SB;Bases Computacionais da Ciência A4-Noturno (São Bernardo)
11201921074;NA1ESHC012-21SB;Economia Institucional A1-Noturno (São Bernardo)
11201810862;DA1ESTA002-17SA;Circuitos Elétricos I A1-Matutino (Santo André)
11201810862;DA1BIQ0602-15SA;Estrutura e Dinâmica Social A1-Matutino (Santo André)
11201810862;DB2BCN0407-15SA;Funções de Várias Variáveis B2-Matutino (Santo André)
11201810862;DC1ESTO011-17SA;Fundamentos de Desenho Técnico C1-Matutino (Santo André)
11201810862;DC1ESTO012-17SA;Princípios de Administração C1-Matutino (Santo André)
11097214;DAMCTB001-17SA;Álgebra Linear A-Matutino (Santo André)
11097214;NA1ESZG010-17SB;Planejamento e Controle de Projetos A1-Noturno (São Bernardo)
11097214;DA1ESZG011-17SB;Planejamento Estratégico em Gestão de Projetos A1-Matutino (São Bernardo)
11201722345;NA1MCTA003-17SA;Análise de Algoritmos A1-Noturno (Santo André)
11201722345;DA1MCTA009-13SA;Computadores, Ética e Sociedade A1-Matutino (Santo André)
11201722345;NA1MCTC001-15SB;Introdução à Filosofia da Mente A1-Noturno (São Bernardo)
11201722345;NB2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias B2-Noturno (Santo André)
11201722345;DA1MCTA024-13SA;Sistemas Digitais A1-Matutino (Santo André)
21011215;NAESTS012-17SB;Aeroelasticidade A-Noturno (São Bernardo)
21011215;NAESTS009-17SB;Materiais Compósitos e Aplicações Estruturais A-Noturno (São Bernardo)
21011215;NB1ESTO017-17SB;Métodos Experimentais em Engenharia B1-Noturno (São Bernardo)
11201921111;NB1BCS0001-15SB;Base Experimental das Ciências Naturais B1-Noturno (São Bernardo)
11201921111;DA2BIS0005-15SB;Bases Computacionais da Ciência A2-Matutino (São Bernardo)
11201921111;NA4BCJ0204-15SA;Fenômenos Mecânicos A4-Noturno (Santo André)
11201921111;DA2NHI5015-15SA;LIBRAS A2-Matutino (Santo André)
